ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
279,330,0.9339192594377005,150957,59,3,11,9193,7,23,Mortgage,Masters,Single,26,0.32941177
280,602,0.9903286175148434,125098,76,7,0,13336,18,24,Rent,Bachelor,Single,27,0.31354827
281,507,0.8543819531184148,130218,56,5,16,16393,12,21,Mortgage,High School,Married,7,0.28552282
282,457,0.9126777521724201,82008,39,1,0,2978,13,19,Own,PhD,Widowed,11,0.26291978
283,634,0.24731958055572711,50840,26,6,16,19127,15,5,Rent,Bachelor,Widowed,4,0.17049886
284,723,0.33751599146997124,93212,50,8,1,9623,17,26,Rent,PhD,Single,14,0.27331972
285,684,0.04983892507196663,58822,30,7,6,10117,11,26,Rent,Bachelor,Divorced,6,0.2177403
286,306,0.42776477614600583,149304,30,6,10,14221,7,4,Rent,Masters,Divorced,16,0.0
287,713,0.5189002671782516,123218,26,8,16,2613,13,4,Mortgage,High School,Divorced,25,0.19988456
288,357,0.9852202095475007,57324,20,4,16,18562,9,9,Mortgage,High School,Widowed,23,0.2650939
289,517,0.6688164843619361,142924,29,9,15,16463,11,13,Rent,Bachelor,Divorced,28,0.25746715
290,320,0.15128986926320598,100198,51,1,14,1807,11,24,Mortgage,High School,Widowed,6,0.18111384
291,792,0.5412210847754473,192398,77,8,15,8163,1,20,Rent,High School,Single,7,0.21843447
292,563,0.814693707429488,114400,62,2,3,17597,9,24,Own,High School,Single,22,0.3169732
293,421,0.8245454221303732,93673,48,9,9,16302,15,5,Rent,Bachelor,Single,7,0.28967693
294,459,0.7344532240297241,159128,83,7,15,3858,13,12,Rent,Bachelor,Widowed,15,0.25900376
295,762,0.8175331971682717,42524,48,1,3,11252,17,20,Mortgage,High School,Married,4,0.2604481
296,847,0.09877483314999747,23050,81,4,2,8857,14,27,Own,High School,Divorced,10,0.21568622
297,533,0.3267468895110176,134587,44,8,6,16606,14,7,Rent,Bachelor,Divorced,3,0.2030631
298,830,0.27513764820939646,118542,32,3,15,19577,6,12,Own,Masters,Divorced,5,0.1912439
299,801,0.23081713303174134,27753,73,1,9,5106,8,24,Rent,Masters,Divorced,9,0.21640977
300,436,0.763202167732781,42925,84,3,17,14428,8,11,Rent,Masters,Divorced,14,0.24917823
301,569,0.288270218760067,92480,85,0,12,16745,15,24,Own,PhD,Single,0,0.31123084
302,494,0.11441132556024003,98093,60,5,17,5654,15,18,Mortgage,PhD,Married,10,0.28456873
303,505,0.7268869386552582,93002,33,0,8,7721,3,24,Rent,PhD,Widowed,16,0.24510662
304,717,0.6366396939405532,160338,50,8,11,4333,11,28,Rent,Bachelor,Married,24,0.33886293
305,718,0.2352938532273453,30729,51,6,12,5339,6,15,Rent,PhD,Married,28,0.32005593
306,717,0.6822322102281413,69035,87,4,7,1407,15,2,Mortgage,Masters,Widowed,1,0.18907431
307,581,0.32433775447674296,120904,38,2,4,11835,5,3,Mortgage,PhD,Widowed,10,0.17926823
308,540,0.08331376310382599,171173,67,8,13,4661,7,24,Mortgage,Masters,Single,9,0.21273616
309,497,0.6285182953741775,89805,28,6,14,1136,14,28,Mortgage,PhD,Married,23,0.27185133
310,453,0.31128437344053916,153983,43,4,15,18533,0,14,Rent,High School,Widowed,11,0.15500307
311,726,0.8417340779895582,102224,87,0,18,2547,15,10,Rent,Bachelor,Single,3,0.32019004
312,761,0.23502102586108242,69327,80,8,8,17929,8,4,Own,High School,Married,3,0.2479114
313,730,0.47039567889935496,36379,57,8,18,7458,3,10,Rent,Masters,Divorced,4,0.19343573
314,544,0.08813255993968516,123478,22,7,10,18077,13,11,Rent,Masters,Single,25,0.1618892
315,460,0.15902691680136993,127728,36,9,8,12360,17,4,Own,Bachelor,Widowed,14,0.16898656
316,550,0.9868529755411665,74976,49,3,15,7007,10,22,Rent,High School,Widowed,17,0.24654403
317,813,0.7145637827571352,122603,32,2,14,19468,11,9,Mortgage,High School,Single,19,0.27396178
318,498,0.711749955650807,62437,76,6,6,14098,6,24,Own,Bachelor,Widowed,10,0.289356
319,777,0.17349981917501933,96281,65,9,6,7853,9,1,Rent,High School,Married,29,0.23370738
320,431,0.9159248707363077,34479,33,9,4,6470,18,20,Own,High School,Single,2,0.24059257
321,371,0.20856967288924588,116259,87,3,7,18828,3,29,Own,PhD,Married,12,0.31962094
322,642,0.5958422562717981,66214,69,7,18,5107,19,24,Own,Bachelor,Single,9,0.31684574
323,797,0.3743301531829081,89088,64,0,5,7485,10,9,Mortgage,High School,Widowed,26,0.1712079
324,626,0.47165740915479026,108614,50,4,15,16572,4,22,Mortgage,Bachelor,Single,4,0.28968668
325,818,0.0691803143535662,84126,78,6,15,14441,1,20,Rent,Bachelor,Married,7,0.26098174
326,646,0.843109141645446,152588,60,8,12,6280,14,3,Own,Bachelor,Married,7,0.31510198
327,618,0.0346016254996141,35050,19,9,15,8595,1,2,Rent,PhD,Widowed,15,0.17238422
328,464,0.10499511400815165,90879,80,5,1,2380,5,17,Rent,Bachelor,Single,5,0.22903432
329,525,0.4192979179912356,147099,71,6,15,11855,11,1,Own,Bachelor,Widowed,7,0.22778459
330,849,0.9140646802178866,72432,34,9,3,13575,2,25,Rent,Masters,Divorced,9,0.17509134
331,796,0.6174156919474074,39938,34,1,7,19110,13,27,Rent,PhD,Married,9,0.3043612
332,689,0.206787493834811,126344,85,2,16,19305,6,28,Mortgage,PhD,Married,11,0.29855213
333,449,0.16372297336290897,137810,71,4,5,12524,3,19,Rent,Masters,Divorced,26,0.17675647
334,809,0.2482652462746039,20862,52,7,16,11883,0,8,Own,Bachelor,Married,16,0.31682158
335,315,0.567572139630801,46778,67,9,19,16637,3,10,Mortgage,PhD,Divorced,0,0.24712835
336,833,0.5190708134590014,165425,65,5,18,3936,12,12,Mortgage,High School,Single,7,0.23873945
337,739,0.926955244935949,154298,38,0,10,8516,2,5,Own,High School,Married,4,0.24333256
338,433,0.9445794257256969,180817,33,6,19,10052,12,13,Mortgage,High School,Divorced,28,0.27261373
339,674,0.4601524440020426,53491,73,7,9,17090,12,27,Rent,PhD,Divorced,7,0.26653165
340,685,0.864404421262959,148266,35,6,0,4190,2,21,Rent,Masters,Divorced,7,0.16410574
341,784,0.36076687028736154,89124,23,6,12,9862,14,15,Rent,PhD,Widowed,14,0.18085904
342,813,0.15616083462096253,160920,33,6,3,7519,12,21,Rent,Masters,Married,4,0.19882944
343,565,0.9553534130626034,119587,58,9,6,3314,12,17,Rent,Masters,Married,15,0.22798169
344,650,0.11785435347727968,118817,56,1,5,16402,14,7,Own,Masters,Divorced,28,0.20044683
345,544,0.20222682635640898,184624,80,3,15,5697,2,7,Own,Masters,Single,6,0.23210877
346,394,0.7074052959076863,133296,46,8,14,12180,0,8,Mortgage,Masters,Divorced,2,0.16699931
347,727,0.6418385147444314,34162,45,5,16,16970,3,13,Own,High School,Single,28,0.30818775
348,813,0.3770081354001352,64696,60,4,17,7364,15,8,Own,PhD,Divorced,4,0.2907567
349,413,0.8869587657328153,185137,75,3,10,7164,3,23,Rent,Bachelor,Divorced,6,0.29437974
350,752,0.598365686683227,100998,50,9,7,3632,19,27,Own,Bachelor,Married,0,0.31751788
351,641,0.7683848188889438,27872,67,9,3,1242,19,10,Rent,PhD,Widowed,18,0.2218744
352,314,0.1339676530346806,45287,57,1,6,5226,8,13,Own,PhD,Widowed,0,0.22618453
353,834,0.3830621685308988,66176,67,3,10,4667,3,14,Rent,Bachelor,Married,12,0.29678398
354,443,0.25198253586181896,170863,48,1,10,8644,11,16,Own,High School,Single,23,0.24821758
355,614,0.9269177321224567,87041,55,3,17,8991,0,11,Own,PhD,Divorced,24,0.316258
356,378,0.5697258359788206,84092,84,2,14,12121,1,19,Rent,PhD,Widowed,19,0.24197072
357,395,0.8401882614287597,179637,70,1,9,11350,3,11,Rent,High School,Married,8,0.2607204
358,670,0.02793177797696711,45115,29,4,17,5894,7,23,Own,Masters,Divorced,14,0.21981724
359,532,0.7672376074523642,127800,83,1,6,17375,9,27,Own,Bachelor,Divorced,24,0.33810815
360,516,0.3143796593710414,51343,43,9,8,6820,3,5,Mortgage,Bachelor,Widowed,19,0.16731185
361,578,0.06490485126989343,78678,85,7,13,11399,5,3,Rent,Masters,Divorced,9,0.0
362,752,0.1286324138492172,194070,46,4,9,14388,8,28,Own,Bachelor,Married,26,0.31198785
363,536,0.3218254543152953,33674,63,8,11,7175,4,1,Own,Masters,Widowed,1,0.15016669
364,440,0.11868353448767377,145521,40,0,2,8773,14,11,Own,Bachelor,Single,3,0.26131043
365,727,0.06657724809096499,166356,55,3,16,1036,11,27,Own,Bachelor,Widowed,5,0.2485388
366,623,0.11650711598116026,23435,18,5,10,3505,0,2,Mortgage,PhD,Married,4,0.2457561
367,791,0.8760156932684346,146064,36,2,18,5716,2,21,Own,Bachelor,Widowed,21,0.28668055
368,593,0.37953156891119944,158350,19,8,5,7862,6,13,Mortgage,PhD,Divorced,11,0.16537605
369,544,0.43159970998786856,108147,32,0,10,3552,11,2,Own,High School,Divorced,3,0.22474967
370,387,0.489606329620782,147585,37,1,12,1203,9,24,Rent,PhD,Divorced,26,0.26770282
371,793,0.7826726525595488,49461,51,0,8,8914,3,21,Own,High School,Divorced,8,0.28004593
372,539,0.23422266151771898,188607,47,8,1,12762,12,16,Own,Bachelor,Divorced,19,0.22267133
373,312,0.6763177035864403,148314,19,6,7,18800,9,24,Rent,Bachelor,Divorced,28,0.25966898
374,849,0.8805636352195154,50834,54,5,16,17009,4,12,Rent,Bachelor,Widowed,16,0.21128468
375,381,0.9445945645987797,62914,81,3,3,10786,15,7,Own,PhD,Single,6,0.30619124
376,522,0.6948176407790642,165127,26,6,8,11312,6,24,Own,Bachelor,Divorced,11,0.26689607
377,456,0.988060726583453,34245,38,6,10,19169,0,18,Rent,High School,Single,29,0.32794517
378,452,0.8923013118499725,83534,60,9,5,6108,7,16,Own,Bachelor,Married,2,0.29987714
379,332,0.6666324914131986,131343,53,7,5,2398,2,24,Rent,Bachelor,Single,11,0.2961095
380,695,0.9047666102596426,30070,81,8,19,16231,17,20,Mortgage,Bachelor,Divorced,24,0.30071092
381,387,0.7535812971161938,148890,36,3,15,1326,2,21,Mortgage,High School,Widowed,24,0.27304664
382,513,0.5226624706336075,37808,76,6,10,13462,6,25,Rent,Masters,Single,4,0.26766932
383,471,0.4935453988370825,139947,40,3,17,3070,4,5,Own,PhD,Married,25,0.30834335
384,356,0.9787976073760662,91243,23,8,15,3274,8,11,Own,Masters,Widowed,19,0.2069657
385,626,0.7137944571597715,97740,44,7,15,16013,2,6,Rent,High School,Single,26,0.28292918
386,512,0.24290451207021757,69216,64,1,10,19510,12,12,Rent,Bachelor,Widowed,21,0.20107181
387,568,0.7000116538857628,43356,84,1,2,19563,16,11,Mortgage,High School,Single,20,0.30342886
388,755,0.02630238545017105,163492,72,6,19,2407,11,12,Mortgage,High School,Single,1,0.19193168
389,518,0.25246968285992,124865,71,6,9,18589,14,16,Rent,Masters,Single,24,0.22723861
390,650,0.9000953303376401,135773,76,6,9,13855,17,3,Mortgage,Masters,Married,5,0.24723414
391,575,0.7085908770445064,186021,20,1,11,18290,15,11,Rent,PhD,Divorced,12,0.22677824
392,556,0.973169491089922,171242,50,9,8,18599,12,22,Rent,PhD,Married,8,0.27838248
393,589,0.7757413087586637,139638,34,0,17,16892,19,21,Rent,PhD,Married,16,0.28095636
394,300,0.4978167442794995,38772,77,8,8,1513,10,0,Own,Bachelor,Single,19,0.28628385
395,835,0.3200035133070136,129922,31,1,9,11492,3,3,Own,High School,Single,8,0.17909507
396,357,0.24815418293833003,69044,25,4,15,9051,7,16,Mortgage,PhD,Single,0,0.23699217
397,646,0.5699107365940572,107285,47,6,14,14700,0,9,Rent,PhD,Single,21,0.28697354
398,533,0.21733503932979503,134840,20,3,0,14947,13,7,Rent,High School,Married,23,0.21565866
399,622,0.5087519599763227,20708,47,2,12,17986,4,14,Own,High School,Widowed,26,0.22145183
400,425,0.6806225700836558,180626,48,5,17,12408,13,15,Own,PhD,Married,12,0.29888037
401,478,0.8767488413986271,96408,42,8,10,8312,13,11,Rent,High School,Single,9,0.27792624
402,572,0.8816667257531433,138016,67,8,18,6004,0,7,Own,Bachelor,Single,4,0.3158618
403,625,0.08968796879830032,71420,64,0,12,14823,12,4,Rent,Masters,Single,29,0.20505714
404,381,0.6735136740488412,184491,35,9,11,12270,0,8,Rent,PhD,Single,24,0.26431957
405,636,0.4086965141564428,63718,78,3,15,15659,13,17,Mortgage,Bachelor,Married,12,0.3372732
406,721,0.08852076529681085,100575,42,0,13,18184,3,10,Own,Bachelor,Married,18,0.27604806
407,797,0.6451697561517692,106854,65,7,5,5704,15,16,Rent,PhD,Married,22,0.30066875
408,472,0.11091275266994394,160425,76,4,3,19312,17,20,Mortgage,High School,Married,25,0.24301413
409,818,0.3012943511515843,103156,63,4,8,1370,1,20,Rent,Masters,Single,14,0.22224578
410,532,0.4742901156014693,50510,40,2,11,9764,4,27,Own,High School,Married,15,0.29024237
411,419,0.16503794099137192,96483,43,1,2,15361,19,7,Own,High School,Married,29,0.25248888
412,642,0.33368585600027956,169041,34,4,10,19177,8,16,Own,PhD,Divorced,24,0.23653829
413,654,0.2900481969347285,93923,81,2,10,16550,7,23,Rent,High School,Single,17,0.26165843
414,824,0.6288299415158943,84196,77,9,14,3329,15,0,Own,PhD,Divorced,23,0.26953083
415,503,0.11845553866103653,112101,54,8,13,17129,15,9,Own,High School,Divorced,1,0.1750375
416,803,0.9793502511775262,131172,57,5,3,4620,11,1,Mortgage,Bachelor,Widowed,23,0.22652763
417,308,0.008479114402878851,76100,60,2,11,8647,17,28,Own,PhD,Married,14,0.29800808
418,403,0.7413241364595792,152638,28,6,14,8531,15,5,Mortgage,PhD,Single,5,0.24739438
419,812,0.013568810574753898,63420,65,4,1,6263,5,19,Rent,High School,Widowed,25,0.0
420,642,0.246842626423466,29273,30,4,13,12938,9,29,Rent,Bachelor,Widowed,22,0.17822981
421,528,0.41781727983846484,54433,27,4,14,6334,5,18,Own,Bachelor,Widowed,9,0.22990239
422,324,0.394732100509372,162038,48,5,1,4288,11,15,Mortgage,High School,Widowed,25,0.18914923
423,446,0.30623049772660904,62728,36,1,8,2839,19,24,Rent,PhD,Widowed,9,0.20932746
424,461,0.7437051385517605,93271,86,2,10,15010,12,15,Mortgage,High School,Married,13,0.29200378
425,581,0.876312359435094,154702,42,1,12,12756,13,27,Own,High School,Widowed,4,0.27089244
426,781,0.5246555563872811,75265,83,3,7,12894,15,27,Mortgage,High School,Widowed,28,0.1867577
427,338,0.6070713495988395,53337,67,9,1,9083,10,9,Rent,PhD,Single,29,0.27099478
428,505,0.38892441608464445,97348,62,4,6,6735,19,10,Mortgage,Bachelor,Divorced,23,0.24448846
429,624,0.4358259711032395,151875,25,5,4,14866,3,9,Own,High School,Widowed,5,0.0
430,781,0.8798713495728374,67045,34,8,17,16100,15,26,Own,Masters,Widowed,29,0.21634056
431,578,0.27524822731231746,69899,83,4,14,11287,8,21,Mortgage,Bachelor,Divorced,18,0.2780933
432,450,0.09256018802008825,190971,83,3,13,7168,2,16,Own,PhD,Widowed,4,0.23180397
433,551,0.4059975905257498,57186,83,8,14,7368,9,20,Own,High School,Single,17,0.27513573
434,373,0.3719958737131065,44802,88,6,3,12715,10,5,Mortgage,PhD,Divorced,4,0.24150461
435,693,0.8487686487033959,127600,38,8,4,8238,19,15,Rent,High School,Widowed,21,0.17240168
436,837,0.26790139180315165,30105,68,6,13,17939,7,27,Own,Masters,Divorced,3,0.23917906
437,705,0.31112644396569533,22571,49,6,14,15169,11,29,Mortgage,Masters,Divorced,25,0.1968842
438,739,0.36273105439683373,57617,28,4,13,2370,10,18,Mortgage,High School,Single,0,0.23242205
439,809,0.09831038932480052,160057,58,3,10,10877,1,27,Mortgage,High School,Widowed,11,0.0
440,556,0.10358147781920823,128338,43,7,14,6919,19,12,Rent,PhD,Single,5,0.2698195
441,628,0.7879696024889058,89931,32,2,16,2419,12,20,Own,High School,Single,4,0.2795384
442,633,0.3241469187351319,182480,42,7,2,17421,1,9,Own,PhD,Divorced,24,0.21443646
443,635,0.8469323467355637,100482,21,1,10,8012,5,24,Mortgage,Bachelor,Divorced,29,0.30137962
444,441,0.11856026409222353,152227,63,9,8,2041,18,11,Own,PhD,Widowed,20,0.2063172
445,690,0.8031917464490583,129239,81,2,8,16262,17,24,Mortgage,Masters,Married,19,0.31752077
446,386,0.5063085585519935,143257,26,5,16,3697,10,23,Own,High School,Single,7,0.25136188
447,444,0.45278694824372034,147584,37,7,10,14043,9,29,Rent,Bachelor,Divorced,24,0.24936849
448,416,0.9015792172246374,20120,62,7,3,17049,2,21,Rent,High School,Widowed,17,0.22631802
449,737,0.5588203172175573,157017,72,3,12,13384,18,29,Mortgage,Masters,Divorced,20,0.2585193
450,396,0.7162499826881294,175428,61,3,7,16828,19,7,Own,Bachelor,Single,17,0.31294566
451,770,0.8351652396891256,177166,53,3,6,9908,16,15,Own,Masters,Widowed,26,0.2135422
452,567,0.6208793357048927,177868,53,3,5,9535,14,27,Mortgage,High School,Single,2,0.25427353
453,777,0.2602996785818509,188967,18,2,19,1109,15,29,Rent,Masters,Single,25,0.22230093
454,741,0.16658424570609343,183646,71,1,1,7264,5,12,Mortgage,PhD,Married,2,0.25702274
455,502,0.6272112244974604,55537,39,8,11,16389,10,16,Own,PhD,Divorced,23,0.2788688
456,633,0.9184633594883177,135427,40,8,1,1785,12,0,Mortgage,Masters,Single,24,0.17848167
457,632,0.8094581890988511,32279,78,3,11,19695,7,0,Rent,Bachelor,Married,5,0.3076789
458,524,0.9380044769343471,148163,50,3,7,1582,7,28,Mortgage,High School,Married,15,0.29302233
459,833,0.09161452837939821,117747,77,5,3,6519,7,10,Own,Masters,Divorced,16,0.20306113
460,401,0.2049716521006033,143052,86,6,7,8075,7,1,Mortgage,Bachelor,Single,2,0.27803606
461,594,0.6545161901874897,173591,83,9,5,12455,14,7,Mortgage,PhD,Divorced,23,0.22434393
462,355,0.06886310630491244,178046,89,6,3,4182,13,1,Mortgage,High School,Widowed,8,0.0
463,450,0.6473556582610452,183728,32,8,14,13899,7,24,Own,High School,Divorced,12,0.22477055
464,573,0.41708580523437877,168900,61,7,15,19224,19,17,Own,PhD,Married,5,0.30657324
465,554,0.636634476888235,157520,84,0,13,1272,4,23,Rent,High School,Divorced,9,0.22750336
466,757,0.33490003919190514,149526,81,3,11,8598,4,6,Mortgage,High School,Divorced,13,0.19871853
467,827,0.12306887409738698,133749,49,1,2,12888,9,18,Own,Masters,Widowed,5,0.17736076
468,641,0.4341973529050397,148523,55,8,8,16770,17,25,Rent,Masters,Divorced,18,0.17927554
469,775,0.7179255033978322,58912,47,3,7,2079,18,10,Rent,Masters,Single,12,0.25684705
470,609,0.24588217595444173,111741,89,5,14,18374,1,7,Own,Masters,Divorced,27,0.21459942
471,527,0.9165164186846078,63396,52,0,11,3580,4,17,Own,Masters,Single,22,0.2972908
472,704,0.34618818219744485,139499,32,5,5,6269,16,6,Own,PhD,Divorced,20,0.23626624
473,655,0.3701277568892838,165291,51,8,2,17855,18,3,Rent,Bachelor,Married,3,0.23591
474,792,0.25203256253216466,44003,70,9,1,14187,0,28,Mortgage,Masters,Widowed,9,0.0
475,725,0.8722443529434012,183990,72,8,13,16763,8,29,Own,Bachelor,Divorced,27,0.33365348
476,395,0.23884664019133028,143998,81,1,12,17895,10,4,Rent,High School,Divorced,18,0.20549072
477,420,0.24253977011989758,38558,71,8,8,4002,11,17,Mortgage,Bachelor,Widowed,1,0.21311475
478,835,0.5737314065209278,78677,78,8,4,18255,6,2,Own,High School,Married,12,0.255568
479,406,0.6981330746753038,41087,58,9,15,17055,7,3,Rent,Bachelor,Divorced,20,0.27222243
480,323,0.15663387413982044,130395,79,7,12,11027,11,17,Rent,High School,Divorced,23,0.17937467
481,821,0.14473513151017747,146234,26,4,15,8296,10,18,Own,High School,Married,27,0.26728258
482,312,0.013103976312970778,42193,27,6,3,18904,2,16,Mortgage,PhD,Married,0,0.21992497
483,313,0.18190631508199795,82354,57,3,10,3822,4,2,Rent,Bachelor,Divorced,29,0.21684289
484,362,0.19574624786804884,196090,61,0,16,8746,11,22,Rent,PhD,Widowed,6,0.22349624
485,371,0.5654254327704494,192893,89,1,11,18607,10,21,Mortgage,Masters,Widowed,22,0.26815996
486,589,0.4023735184308461,154088,77,0,13,18811,12,12,Mortgage,Masters,Divorced,19,0.23336558
487,374,0.706042518378238,199465,81,2,3,4167,1,18,Own,PhD,Single,6,0.30369696
488,710,0.13359302891279878,78894,73,8,10,11861,10,9,Mortgage,Bachelor,Married,0,0.29362732
489,665,0.4858823534556964,142798,31,6,7,4373,10,19,Mortgage,Bachelor,Married,22,0.2977312
490,358,0.8066514833584426,130941,69,4,18,19786,7,7,Own,PhD,Divorced,23,0.29347885
491,770,0.1138699835347814,48872,56,9,4,19280,8,29,Own,PhD,Married,17,0.32431442
492,679,0.6072788651892687,99982,37,5,10,11642,13,9,Own,Masters,Single,19,0.23703524
493,304,0.28454786724318004,178514,42,4,5,5059,14,8,Rent,PhD,Single,19,0.2567918
494,411,0.37164307579972367,166072,23,8,10,7958,0,26,Own,PhD,Divorced,1,0.22778192
495,557,0.3088488501706935,190856,48,3,5,6308,10,17,Rent,PhD,Divorced,25,0.2349809
496,496,0.9869672717545507,42537,19,3,9,1103,9,11,Rent,Masters,Married,25,0.25350103
497,423,0.9096815845602917,78213,35,9,13,13046,8,13,Rent,Masters,Divorced,3,0.16466957
498,553,0.19260653613583167,132769,87,6,7,4839,8,24,Own,PhD,Married,13,0.3202859
499,774,0.19936049431027558,158712,82,5,12,4722,1,25,Rent,Bachelor,Single,13,0.25718564
500,701,0.39861929732655343,105292,62,3,4,7735,3,25,Mortgage,Masters,Single,18,0.27640375
501,455,0.5566627402538232,73515,31,8,18,3265,18,6,Mortgage,PhD,Married,3,0.27613717
502,385,0.06109623227594019,62542,41,7,7,6978,5,13,Own,High School,Divorced,17,0.1723693
503,816,0.9783256436704753,67296,85,3,15,2518,12,16,Rent,PhD,Single,29,0.3153859
504,543,0.3525762615064697,161517,82,0,4,9530,0,15,Own,High School,Divorced,13,0.21443644
505,626,0.2890747230585684,80914,80,0,5,16145,12,5,Own,Masters,Widowed,23,0.20068738
506,444,0.6011669496919858,36085,66,3,7,16136,5,23,Own,High School,Single,5,0.29496297
507,697,0.6158669733796706,161912,82,0,3,3245,18,18,Mortgage,PhD,Married,29,0.30529907
508,782,0.29362126723325255,76663,62,2,10,19249,6,18,Own,PhD,Married,14,0.32999495
509,459,0.6762291090139642,189425,24,2,13,13525,11,15,Own,Masters,Widowed,1,0.18907385
510,414,0.38856509910235837,36561,77,2,17,5900,12,22,Rent,Masters,Single,17,0.2845981
511,575,0.8559634345757257,56588,66,1,16,15734,1,10,Own,PhD,Married,3,0.3422706
512,798,0.11459054670168844,48628,88,4,16,13279,0,25,Mortgage,High School,Divorced,4,0.1928015
513,364,0.37868222593638734,83576,31,9,16,15991,14,3,Rent,High School,Single,21,0.26467934
514,625,0.1686205257337806,138893,68,2,19,19704,0,6,Own,Masters,Single,1,0.22133674
