employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
165,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-16 00:00:00,Fired,Activo,19,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,2015-12-31 00:00:00
165,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-16 00:00:00,Fired,Activo,19,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,2016-12-31 00:00:00
178,2.0,3.0,4.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-02-13 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,2015-12-31 00:00:00
178,2.0,3.0,4.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-02-13 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,2016-12-31 00:00:00
178,2.0,3.0,4.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-02-13 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,2015-12-31 00:00:00
178,2.0,3.0,4.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-02-13 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,2016-12-31 00:00:00
179,1.0,4.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-07-05 00:00:00,Resignation,Salary,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,2015-12-31 00:00:00
179,1.0,4.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-07-05 00:00:00,Resignation,Salary,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,2016-12-31 00:00:00
179,1.0,4.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-07-05 00:00:00,Resignation,Salary,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,2015-12-31 00:00:00
179,1.0,4.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-07-05 00:00:00,Resignation,Salary,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,2016-12-31 00:00:00
182,1.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-22 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,2015-12-31 00:00:00
182,1.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-22 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,2016-12-31 00:00:00
182,1.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-22 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,2015-12-31 00:00:00
182,1.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-22 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,2016-12-31 00:00:00
183,2.0,1.0,3.0,2015-12-31 00:00:00,4,4,2015-12-31 00:00:00,Yes,2016-01-03 00:00:00,Fired,Activo,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2015-12-31 00:00:00
183,2.0,1.0,3.0,2015-12-31 00:00:00,4,4,2015-12-31 00:00:00,Yes,2016-01-03 00:00:00,Fired,Activo,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2016-12-31 00:00:00
183,2.0,1.0,3.0,2015-12-31 00:00:00,4,4,2016-12-31 00:00:00,Yes,2016-01-03 00:00:00,Fired,Activo,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2015-12-31 00:00:00
183,2.0,1.0,3.0,2015-12-31 00:00:00,4,4,2016-12-31 00:00:00,Yes,2016-01-03 00:00:00,Fired,Activo,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2016-12-31 00:00:00
186,3.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2015-12-31 00:00:00
186,3.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2016-12-31 00:00:00
186,3.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2015-12-31 00:00:00
186,3.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Stress,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2016-12-31 00:00:00
196,3.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Salary,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,2015-12-31 00:00:00
196,3.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Salary,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,2016-12-31 00:00:00
196,3.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Salary,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,2015-12-31 00:00:00
196,3.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-04 00:00:00,Resignation,Salary,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,2016-12-31 00:00:00
200,2.0,2.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Salary,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,2015-12-31 00:00:00
200,2.0,2.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Salary,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,2016-12-31 00:00:00
200,2.0,2.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Salary,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,2015-12-31 00:00:00
200,2.0,2.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Salary,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,2016-12-31 00:00:00
206,3.0,4.0,1.0,2015-12-31 00:00:00,1,4,2015-12-31 00:00:00,Yes,2016-01-10 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,2015-12-31 00:00:00
206,3.0,4.0,1.0,2015-12-31 00:00:00,1,4,2015-12-31 00:00:00,Yes,2016-01-10 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,2016-12-31 00:00:00
206,3.0,4.0,1.0,2015-12-31 00:00:00,1,4,2016-12-31 00:00:00,Yes,2016-01-10 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,2015-12-31 00:00:00
206,3.0,4.0,1.0,2015-12-31 00:00:00,1,4,2016-12-31 00:00:00,Yes,2016-01-10 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,2016-12-31 00:00:00
212,4.0,3.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2015-12-31 00:00:00
212,4.0,3.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2016-12-31 00:00:00
212,4.0,3.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2015-12-31 00:00:00
212,4.0,3.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Salary,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2016-12-31 00:00:00
222,1.0,3.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-22 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2015-12-31 00:00:00
222,1.0,3.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-22 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2016-12-31 00:00:00
222,1.0,3.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-06-22 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2015-12-31 00:00:00
222,1.0,3.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-06-22 00:00:00,Fired,Activo,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2016-12-31 00:00:00
223,2.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Fired,Activo,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2015-12-31 00:00:00
223,2.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Fired,Activo,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2016-12-31 00:00:00
223,2.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Fired,Activo,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2015-12-31 00:00:00
223,2.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Fired,Activo,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,2016-12-31 00:00:00
225,2.0,1.0,1.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2015-12-31 00:00:00
225,2.0,1.0,1.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2016-12-31 00:00:00
225,2.0,1.0,1.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2015-12-31 00:00:00
225,2.0,1.0,1.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2016-12-31 00:00:00
238,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-30 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2015-12-31 00:00:00
238,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-30 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2016-12-31 00:00:00
238,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-30 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2015-12-31 00:00:00
238,3.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-30 00:00:00,Resignation,Others,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2016-12-31 00:00:00
247,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Others,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2015-12-31 00:00:00
247,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Others,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2016-12-31 00:00:00
247,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Others,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2015-12-31 00:00:00
247,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Others,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,2016-12-31 00:00:00
256,4.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Salary,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2015-12-31 00:00:00
256,4.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Salary,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2016-12-31 00:00:00
256,4.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Salary,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2015-12-31 00:00:00
256,4.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-17 00:00:00,Resignation,Salary,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,2016-12-31 00:00:00
257,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2015-12-31 00:00:00
257,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2016-12-31 00:00:00
257,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2015-12-31 00:00:00
257,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,2016-12-31 00:00:00
268,1.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2015-12-31 00:00:00
268,1.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2016-12-31 00:00:00
268,1.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2015-12-31 00:00:00
268,1.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-01-19 00:00:00,Resignation,Others,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,2016-12-31 00:00:00
271,2.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2015-12-31 00:00:00
271,2.0,3.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2016-12-31 00:00:00
271,2.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2015-12-31 00:00:00
271,2.0,3.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-04-06 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,2016-12-31 00:00:00
283,1.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2015-12-31 00:00:00
283,1.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2016-12-31 00:00:00
283,1.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2015-12-31 00:00:00
283,1.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-06 00:00:00,Resignation,Salary,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,2016-12-31 00:00:00
290,3.0,3.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-12-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2015-12-31 00:00:00
290,3.0,3.0,3.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-12-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2016-12-31 00:00:00
290,3.0,3.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-12-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2015-12-31 00:00:00
290,3.0,3.0,3.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-12-08 00:00:00,Resignation,Others,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2016-12-31 00:00:00
305,4.0,4.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2015-12-31 00:00:00
305,4.0,4.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-01 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2016-12-31 00:00:00
305,4.0,4.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2015-12-31 00:00:00
305,4.0,4.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-01 00:00:00,Fired,Activo,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,2016-12-31 00:00:00
309,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-11 00:00:00,Resignation,Salary,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,7.0,2,5,1,2015-12-31 00:00:00
309,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-11 00:00:00,Resignation,Salary,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,7.0,2,5,1,2016-12-31 00:00:00
309,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-11 00:00:00,Resignation,Salary,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,7.0,2,5,1,2015-12-31 00:00:00
309,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-11 00:00:00,Resignation,Salary,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,7.0,2,5,1,2016-12-31 00:00:00
311,4.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2015-12-31 00:00:00
311,4.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2016-12-31 00:00:00
311,4.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2015-12-31 00:00:00
311,4.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,2016-12-31 00:00:00
316,4.0,1.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-30 00:00:00,Resignation,Others,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2015-12-31 00:00:00
